Survived,Fare_cat,Age_cat,Parch_cat,SibSp_cat,Female,Male,Pclass_1,Pclass_2,Pclass_3,ScaledFare,ScaledAge
0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.029290467710188395,0.2711736617240512
1,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.28798913061043757,0.4722292033174164
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.032017511255619725,0.32143754712239253
1,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.21452742557393156,0.4345312892686604
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.032522519319588494,0.4345312892686604
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.034172077659736066,0.36792055349407915
0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.20952784574064076,0.6732847449107816
0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.08514435958513385,0.01985423473234481
1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04497925022866765,0.33400351847197784
1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.12148797191993561,0.17064589092736868
1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.06746907734622706,0.04498617743151546
1,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.10726371278696578,0.723548630309123
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.032522519319588494,0.24604171902488062
0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.1263530176049851,0.4847951746670017
0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03173147468818782,0.17064589092736868
1,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06464103218800198,0.685850716260367
0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.11766687890472234,0.01985423473234481
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0525208386527516,0.36792055349407915
0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.07272116121150222,0.38426740387031916
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.02918946609739464,0.36792055349407915
0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1050416773055032,0.4345312892686604
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0525208386527516,0.4219653179190751
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03243848597774409,0.18321186227695402
1,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.14342229016712937,0.34656948982156316
0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.08514435958513385,0.09525006282985675
1,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.126807524862557,0.4722292033174164
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.02918946609739464,0.36792055349407915
0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.2334757476752953
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03183247630098157,0.36792055349407915
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03189954137187662,0.36792055349407915
0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.11199382031732283,0.49736114601658704
1,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5919534843132376,0.36792055349407915
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03131049996606346,0.36792055349407915
0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0424206773733763,0.8240764011058055
0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.33197533298211707,0.34656948982156316
0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.2100833546110064,0.5224930887157577
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.02920643436834399,0.36792055349407915
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.032522519319588494,0.2586076903744659
0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.07272116121150222,0.22090977632571
1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.04541719322174136,0.17064589092736868
0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.03827961124883242,0.49736114601658704
0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0848413547467526,0.33400351847197784
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03189954137187662,0.36792055349407915
1,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.16798265034696075,0.032420206081930136
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03183247630098157,0.2334757476752953
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.032522519319588494,0.36792055349407915
0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.06262099993212691,0.36792055349407915
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03131049996606346,0.36792055349407915
0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.08758536656313329,0.36792055349407915
0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0719131483091522,0.22090977632571
0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.16034006031008302,0.08268409148027142
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03151250319165096,0.2586076903744659
1,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.30999091793497763,0.610454888162855
1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1050416773055032,0.35913546117114853
0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25039996638666323,0.8115104297562202
1,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.14342229016712937,0.36792055349407915
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0424206773733763,0.2586076903744659
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.02920643436834399,0.35285247549635584
1,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.11211179020106593,0.05755214878110078
0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.1894790256010808,0.1329479768786127
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.02920643436834399,0.2711736617240512
1,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3232051609400099,0.4722292033174164
0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.33724438511834154,0.5601910027645137
0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.11271779987782844,0.04498617743151546
0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.11199382031732283,0.36792055349407915
1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.06159401553324003,0.36792055349407915
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0424206773733763,0.35913546117114853
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.032960058306211036,0.2334757476752953
1,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.032017511255619725,0.20834380497612465
0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.034997058833035444,0.32143754712239253
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0424206773733763,0.39683337521990447
0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.1894790256010808,0.19577783362653933
0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.2969447416136341,0.2586076903744659
0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.058395900465738636,0.32143754712239253
1,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.22824667664293263,0.39683337521990447
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.030906493514888448,0.3088715757728072
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03189954137187662,0.36792055349407915
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.032522519319588494,0.36792055349407915
1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.11716187084075358,0.005152048253329982
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.05039980478408279,0.37170143252073384
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03636058060575111,0.2711736617240512
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.038380612861626175,0.35913546117114853
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03146200238525409,0.36792055349407915
0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.19028703850343082,0.34656948982156316
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0424206773733763,0.20834380497612465
1,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.06403502251123945,0.4093993465694898
0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.1388772175914105,0.19577783362653933
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.032522519319588494,0.36792055349407915
1,3.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.2837396330736366
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.032522519319588494,0.2963056044232219
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.032522519319588494,0.35913546117114853
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03173147468818782,0.24604171902488062
0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.2471509465063138,0.5727569741140991
0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.08312432732925878,0.32143754712239253
0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.029290467710188395,0.7361146016587082
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.032522519319588494,0.36792055349407915
0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.14000520360309116,0.8869062578537321
1,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2559716193548178,0.2837396330736366
1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.09292148377025285,0.4219653179190751
0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1050416773055032,0.4219653179190751
0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03189954137187662,0.34656948982156316
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03189954137187662,0.36792055349407915
0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.31224648595188764,0.2586076903744659
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.034963526297587914,0.4093993465694898
0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.032017511255619725,0.4596632319678311
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03189954137187662,0.34656948982156316
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.030906493514888448,0.2586076903744659
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.031411501578857214,0.36792055349407915
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03189954137187662,0.4722292033174164
1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.09756755795876548,0.36792055349407915
0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2100833546110064,0.5853229454636844
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.058395900465738636,0.17692887660216136
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.032522519319588494,0.2711736617240512
0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.03969363382794496,0.24604171902488062
0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.058412464730236806,0.20834380497612465
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.032017511255619725,0.2586076903744659
0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03131049996606346,0.8806232721789394
0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0848413547467526,0.35913546117114853
0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.2963056044232219
0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.1263530176049851,0.01985423473234481
0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.2969447416136341,0.2586076903744659
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.032522519319588494,0.36792055349407915
0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.12148797191993561,0.40311636089469716
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0525208386527516,0.40311636089469716
0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.31224648595188764,0.6732847449107816
1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.04541719322174136,0.14551394822819805
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03131049996606346,0.36792055349407915
1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.028852928723565856,0.2963056044232219
1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.09032897437306278,0.36792055349407915
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.02817944996945711,0.5601910027645137
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03189954137187662,0.4093993465694898
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.02848245480783837,0.24604171902488062
0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.05858093542037679,0.5853229454636844
1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1050416773055032,0.35913546117114853
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0525208386527516,0.3088715757728072
0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.060786002630890006,0.2837396330736366
1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.10618622758168203,0.2334757476752953
0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.21452742557393156,0.4596632319678311
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.037236062585447365,0.19577783362653933
0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.3199731093306098,0.2963056044232219
0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06159401553324003,0.36792055349407915
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03131049996606346,0.2711736617240512
1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.06403502251123945,0.2963056044232219
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.027270435454313333,0.2334757476752953
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.04646074188512642,0.22090977632571
0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.14847237080681705,0.2334757476752953
1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03149553492070161,0.33400351847197784
0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.1388772175914105,0.10781603417944208
0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.1050416773055032,0.4533802462930384
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0525208386527516,0.5224930887157577
0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0506018080096703,0.6355868308620256
1,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.2690682964825582,0.2711736617240512
0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.032522519319588494,0.6921337019351597
0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05858093542037679,0.5036441316913798
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.02954297174217278,0.36792055349407915
0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.24797592767961316,0.6355868308620256
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03124303088871723,0.19577783362653933
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.032522519319588494,0.37170143252073384
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.034997058833035444,0.36792055349407915
0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.2809864867922211,0.36792055349407915
0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.06504503863917699,0.5476250314149284
1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.06363101606006445,0.49736114601658704
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.031411501578857214,0.32143754712239253
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.034997058833035444,0.20834380497612465
0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.16034006031008302,0.007288263382759488
1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.08292232410367129,0.10781603417944208
1,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.22220354814625679,0.36792055349407915
0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.11271779987782844,0.5601910027645137
0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.10473867246712196,0.36792055349407915
0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.22824667664293263,0.34656948982156316
0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.13534216114362912,0.7612465443578789
0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.11766687890472234,0.04498617743151546
1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.04497925022866765,0.007288263382759488
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.032017511255619725,0.2586076903744659
0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.12401301223977944,0.6984166876099522
0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.03173147468818782,0.22090977632571
0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.10288711090138687,0.36792055349407915
0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.11600035229362542,0.6230208595124404
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0525208386527516,0.37170143252073384
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4470972606182458
0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.2809864867922211,0.36792055349407915
0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.060802970901839365,0.36792055349407915
0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.126807524862557,0.10781603417944208
1,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.15756251595825482,0.007288263382759488
1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.08898242087129646,0.04498617743151546
0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.20200322558750616,0.36792055349407915
1,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.06262099993212691,0.36792055349407915
1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.10726371278696578,0.5601910027645137
0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.06262099993212691,0.49736114601658704
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03189954137187662,0.4470972606182458
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0525208386527516,0.39683337521990447
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0525208386527516,0.2334757476752953
1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.03173147468818782,0.2334757476752953
1,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.1050416773055032,0.032420206081930136
1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.11199382031732283,0.5476250314149284
1,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5919534843132376,0.723548630309123
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03131049996606346,0.36792055349407915
0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03395351016965038,0.5224930887157577
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03131049996606346,0.36792055349407915
0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0525208386527516,0.2963056044232219
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.038380612861626175,0.34656948982156316
0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.2809864867922211,0.36792055349407915
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.026243451055426453,0.4219653179190751
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.02918946609739464,0.5664739884393064
1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.032522519319588494,0.22090977632571
0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.04226917495418567,0.01985423473234481
0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.06403502251123945,0.39683337521990447
1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.07590271201450545,0.32143754712239253
1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.03131049996606346,0.19577783362653933
1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.12524199986425383,0.49736114601658704
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.02848245480783837,0.2963056044232219
1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0848413547467526,0.4345312892686604
0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.029290467710188395,0.2711736617240512
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0525208386527516,0.37170143252073384
0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.03131049996606346,0.36792055349407915
1,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.4576383075684953,0.38426740387031916
1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.032017511255619725,0.33400351847197784
0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.10908174181725333,0.5224930887157577
1,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3082233897110869,0.39683337521990447
0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0424206773733763,0.37170143252073384
